gene_label,ct_label,as_label,avg_mean_gene_expr,cell_instance_count,dataset_count,as,ct,gene
ABCA1,neutrophil,small intestine,2.906351894241217,1215,10,http://purl.obolibrary.org/obo/UBERON_0002108,http://purl.obolibrary.org/obo/CL_0000775,https://purl.org/ccf/ASCTB-TEMP_abca1
ABCA1,macrophage,heart,2.721392790476481,1519,9,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/29
ABCA1,non-classical monocyte,lung,2.3279098570346832,3982,8,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000875,http://identifiers.org/hgnc/29
ABCA1,lung macrophage,lung,2.033912789821625,12063,10,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1001603,http://identifiers.org/hgnc/29
ABCA10,fibroblast,heart,4.361700019078673,168159,96,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/30
ABCA10,fibroblast,interventricular septum,1.5450956225395205,2031,1,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/30
ABCA13,kidney loop of Henle long descending thin limb inner medulla epithelial cell,cortex of kidney,1.241312858959039,4956,6,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_4030014,http://identifiers.org/hgnc/14638
ABCA3,pulmonary alveolar type 2 cell,lung,3.269579201936722,101704,73,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/33
ABCA3,pulmonary alveolar type 2 cell,lung,3.175011534327368,179988,106,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002063,https://purl.org/ccf/ASCTB-TEMP_abca3
ABCA3,basophil,lung,2.2470219555639654,1044,7,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000767,https://purl.org/ccf/ASCTB-TEMP_abca3
ABCA3,capillary endothelial cell,lung,1.066719651222229,9352,9,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/33
ABCA3,CD4-positive helper T cell,lung,1.028817415237427,1329,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000492,http://identifiers.org/hgnc/33
ABCA4,kidney loop of Henle thin ascending limb epithelial cell,cortex of kidney,2.0903195508737835,36282,13,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/34
ABCA4,kidney loop of Henle long descending thin limb inner medulla epithelial cell,kidney,1.9503840898212634,2267,12,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_4030014,http://identifiers.org/hgnc/34
ABCA4,kidney loop of Henle thin ascending limb epithelial cell,kidney,1.036415043923757,178120,43,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001107,http://identifiers.org/hgnc/34
ABCA5,epithelial cell of early distal convoluted tubule,cortex of kidney,5.841647624969482,1912,2,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_4030016,http://identifiers.org/hgnc/35
ABCA5,epithelial cell of early distal convoluted tubule,kidney,4.078179761767387,5978,6,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_4030016,http://identifiers.org/hgnc/35
ABCA6,fibroblast,heart,3.1060214837392173,38134,3,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_abca6
ABCA6,fibroblast,heart,3.058630976309718,787259,375,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/36
ABCA6,fibroblast,lung,2.442118704410566,23379,25,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_abca6
ABCA6,alveolar type 1 fibroblast cell,lung,1.923478987481859,1955,6,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/36
ABCA6,fibroblast,interventricular septum,1.853385501437717,13768,9,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/36
ABCA8,fibroblast,heart,3.3770646131320943,715437,347,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/38
ABCA8,fibroblast,heart,3.066909372806549,26460,2,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_abca8
ABCA8,fibroblast,thymus,2.844376300113696,3175,2,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_abca8
ABCA8,fibroblast,interventricular septum,2.0369666312870227,16473,10,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/38
ABCA8,Schwann cell,heart,1.4626105481928044,1300,11,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/38
ABCA8,kidney interstitial fibroblast,kidney,1.4339429140090942,5464,6,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/38
ABCA8,kidney interstitial fibroblast,cortex of kidney,1.1605014204978943,2716,3,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/38
ABCA9,fibroblast,heart,2.455237836977693,171359,109,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9,fibroblast,interventricular septum,1.869624423980713,5580,6,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39
ABCA9-AS1,fibroblast,heart,2.1602162313461304,41537,40,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39983
ABCA9-AS1,fibroblast,interventricular septum,2.055479049682617,1426,2,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/39983
ABCB1,vein endothelial cell,heart,2.2588342103091152,1284,9,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002543,http://identifiers.org/hgnc/40
ABCB1,endothelial cell of venule,heart,2.174835681915283,1860,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000414,https://purl.org/ccf/ASCTB-TEMP_abcb1
ABCB1,vein endothelial cell,heart,2.096884489059448,1912,1,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002543,https://purl.org/ccf/ASCTB-TEMP_abcb1
ABCB1,endothelial cell of venule,heart,1.4735872064317976,1177,4,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/40
ABCB11,hepatocyte,liver,1.8970241317293657,26467,2,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000182,https://purl.org/ccf/ASCTB-TEMP_abcb11
ABCB11,hepatocyte,liver,1.5466246008872986,20754,2,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000182,http://identifiers.org/hgnc/42
ABCB4,hepatocyte,liver,3.1168094499494767,16901,2,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000182,https://purl.org/ccf/ASCTB-TEMP_abcb4
ABCC2,hepatocyte,liver,2.1551331960134807,45613,5,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000182,https://purl.org/ccf/ASCTB-TEMP_abcc2
ABCC2,hepatocyte,liver,1.589622735977173,5827,1,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000182,http://identifiers.org/hgnc/53
ABCC4,kidney cortex collecting duct intercalated cell,cortex of kidney,6.555209023611886,1712,7,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_1000715,http://identifiers.org/hgnc/55
ABCC4,mast cell,lung,4.519632279872894,2828,24,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/55
ABCC4,kidney cortex collecting duct intercalated cell,kidney,4.264019022318157,7676,28,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000715,http://identifiers.org/hgnc/55
ABCC6,hepatocyte,liver,1.046211242675781,17949,1,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000182,http://identifiers.org/hgnc/57
ABCC9,pericyte,heart,3.0172031561834225,661618,321,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/60
ABCC9,pericyte,interventricular septum,1.2373025505138295,39022,5,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/60
ABCG1,macrophage,lung,2.7179213510048905,23298,18,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000235,https://purl.org/ccf/ASCTB-TEMP_abcg1
ABCG1,alveolar macrophage,lung,2.2949453592300415,1080,5,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000583,http://identifiers.org/hgnc/73
ABCG1,alveolar capillary type 1 endothelial cell,lung,1.6806074115965104,7570,9,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/73
ABHD14A,alveolar type 1 fibroblast cell,lung,4.276726245880127,2107,1,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028004,http://identifiers.org/hgnc/24538
ABHD14A,epithelial cell of proximal tubule segment 3,kidney,1.7098429203033445,1631,2,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_4030011,http://identifiers.org/hgnc/24538
ABI3BP,mesothelial cell,heart,10.629880019596644,2718,4,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000077,http://identifiers.org/hgnc/17265
ABI3BP,fibroblast,heart,4.010235942292417,64018,33,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/17265
ABI3BP,fibroblast,lung,2.626810746953721,30002,24,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_abi3bp
ABI3BP,fibroblast,trachea,2.390371162211096,1218,1,http://purl.obolibrary.org/obo/UBERON_0003126,http://purl.obolibrary.org/obo/CL_0000057,https://purl.org/ccf/ASCTB-TEMP_abi3bp
ABI3BP,alveolar adventitial fibroblast,lung,2.007173369328181,1319,12,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028006,http://identifiers.org/hgnc/17265
ABI3BP,basal cell,lung,1.2667344052886702,6472,14,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000646,https://purl.org/ccf/ASCTB-TEMP_abi3bp
ABI3BP,respiratory basal cell,lung,1.0386437791524625,7276,4,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002633,http://identifiers.org/hgnc/17265
ABLIM1,endothelial cell of artery,lung,2.9863637288497316,3201,26,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000413,https://purl.org/ccf/ASCTB-TEMP_ablim1
ABLIM1,vein endothelial cell,lung,2.9482206325594755,2592,30,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002543,https://purl.org/ccf/ASCTB-TEMP_ablim1
ABLIM1,pulmonary alveolar type 1 cell,lung,2.8577364683151245,3329,4,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002062,http://identifiers.org/hgnc/78
ABLIM1,pulmonary alveolar type 1 cell,lung,2.7426801982296625,13950,12,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002062,https://purl.org/ccf/ASCTB-TEMP_ablim1
ABLIM1,hippocampal astrocyte,hippocampal formation,2.702917814254761,16447,1,http://purl.obolibrary.org/obo/UBERON_0002421,http://purl.obolibrary.org/obo/CL_0002604,http://identifiers.org/hgnc/78
ABLIM1,CD4-positive helper T cell,thymus,1.4287144400671163,45340,21,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0000492,https://purl.org/ccf/ASCTB-TEMP_ablim1
ABLIM2,podocyte,cortex of kidney,6.634622314775532,1262,11,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/19195
ABLIM2,podocyte,kidney,4.918861339602507,5107,20,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/19195
ABLIM3,capillary endothelial cell,heart,5.80039739491472,20316,59,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/29132
ABLIM3,endothelial cell,heart,1.836911678314209,3526,28,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/29132
ABR,alveolar capillary type 1 endothelial cell,lung,1.9904365539550781,8755,10,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/81
ABR,non-classical monocyte,lung,1.0857178419828413,1827,4,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000875,http://identifiers.org/hgnc/81
ABRACL,basal cell,lung,2.940761507942174,1126,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000646,https://purl.org/ccf/ASCTB-TEMP_abracl
ABTB2,kidney inner medulla collecting duct principal cell,cortex of kidney,24.53873623907566,43999,4,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_1000718,http://identifiers.org/hgnc/23842
ABTB2,kidney inner medulla collecting duct principal cell,kidney,17.012838926315307,99177,16,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000718,http://identifiers.org/hgnc/23842
ABTB2,kidney connecting tubule principal cell,kidney,5.929595211277836,2551,15,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_4030018,http://identifiers.org/hgnc/23842
ABTB2,kidney cortex collecting duct principal cell,cortex of kidney,5.504297953844071,21880,15,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_1000714,http://identifiers.org/hgnc/23842
ABTB2,kidney cortex collecting duct principal cell,kidney,4.439027111920026,61175,44,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000714,http://identifiers.org/hgnc/23842
ABTB2,kidney connecting tubule epithelial cell,kidney,1.836582726902432,18556,6,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/23842
ABTB2,kidney connecting tubule epithelial cell,cortex of kidney,1.5554232398668926,9170,3,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/23842
ABTB3,epithelial cell of early distal convoluted tubule,kidney,1.1834686696529388,11204,5,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_4030016,http://identifiers.org/hgnc/23844
ACACA,pulmonary alveolar type 2 cell,lung,8.086218893527983,1385,2,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002063,http://identifiers.org/hgnc/84
ACACA,adipocyte,heart,2.3730928778648375,3854,5,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/84
ACACB,kidney loop of Henle medullary thick ascending limb epithelial cell,kidney,8.752026700973511,27786,5,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001108,http://identifiers.org/hgnc/85
ACACB,kidney loop of Henle medullary thick ascending limb epithelial cell,cortex of kidney,6.402161518732707,12348,3,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/CL_1001108,http://identifiers.org/hgnc/85
ACACB,adipocyte,heart,6.288100584500992,31589,155,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000136,http://identifiers.org/hgnc/85
ACACB,adipocyte,heart,3.353378335634867,1038,3,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_0000136,https://purl.org/ccf/ASCTB-TEMP_acacb
ACAP1,"CD4-positive, alpha-beta T cell",lung,1.2903015613555906,4612,10,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0000624,http://identifiers.org/hgnc/16467
ACAP1,T cell,liver,1.250285863876343,2684,1,http://purl.obolibrary.org/obo/UBERON_0002107,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/16467
ACER3,alveolar capillary type 1 endothelial cell,lung,2.9966083897484674,5070,9,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4028002,http://identifiers.org/hgnc/16066
ACKR1,lung microvascular endothelial cell,lung,4.448960040199096,9833,122,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_2000016,https://purl.org/ccf/ASCTB-TEMP_ackr1
ACKR1,vein endothelial cell,lung,4.384952531790114,27945,151,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_0002543,https://purl.org/ccf/ASCTB-TEMP_ackr1
ACKR1,vein endothelial cell,thymus,3.5571992984574368,13662,12,http://purl.obolibrary.org/obo/UBERON_0002370,http://purl.obolibrary.org/obo/CL_0002543,https://purl.org/ccf/ASCTB-TEMP_ackr1
ACKR1,endothelial cell,trachea,3.549007433106459,3659,3,http://purl.obolibrary.org/obo/UBERON_0003126,http://purl.obolibrary.org/obo/CL_0000115,https://purl.org/ccf/ASCTB-TEMP_ackr1
ACKR1,endothelial cell of venule,lung,3.144143044948578,33710,154,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/4035
ACKR1,vein endothelial cell of respiratory system,lung,3.0665342315401163,34870,162,http://purl.obolibrary.org/obo/UBERON_0002048,http://purl.obolibrary.org/obo/CL_4033008,http://identifiers.org/hgnc/4035
ACKR1,endothelial cell of venule,heart,2.8594370603561403,14001,45,http://purl.obolibrary.org/obo/UBERON_0000948,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/4035
